,Latent,Distance,Value,KS
0,Ambient,Inter-Type,7230.832107003014,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
1,Ambient,Inter-Type,8170.645224419676,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
2,Ambient,Inter-Type,6645.460290523878,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
3,Ambient,Inter-Type,6335.258882619401,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
4,Ambient,Inter-Type,6200.709105172395,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
5,Ambient,Inter-Type,10205.657781578782,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
6,Ambient,Inter-Type,8075.734250547665,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
7,Ambient,Inter-Type,7945.442225120984,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
8,Ambient,Inter-Type,6371.36058156926,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
9,Ambient,Inter-Type,8320.243840554687,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
10,Ambient,Inter-Type,7476.209742902147,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
11,Ambient,Inter-Type,7232.990117260848,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
12,Ambient,Inter-Type,7318.723968573157,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
13,Ambient,Inter-Type,10632.543412549929,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
14,Ambient,Inter-Type,8632.648436679374,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
15,Ambient,Inter-Type,8631.130162962454,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
16,Ambient,Inter-Type,7213.038859848266,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
17,Ambient,Inter-Type,8142.33413032126,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
18,Ambient,Inter-Type,8081.088833781245,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
19,Ambient,Inter-Type,8232.958443123289,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
20,Ambient,Inter-Type,10084.302272530054,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
21,Ambient,Inter-Type,8724.93330340672,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
22,Ambient,Inter-Type,8584.518747786804,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
23,Ambient,Inter-Type,7916.243809889656,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
24,Ambient,Inter-Type,5576.124907933987,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
25,Ambient,Inter-Type,6561.76133925037,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
26,Ambient,Inter-Type,10523.751565582697,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
27,Ambient,Inter-Type,8192.935305964935,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
28,Ambient,Inter-Type,8085.761183751785,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
29,Ambient,Inter-Type,6287.337842597418,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
30,Ambient,Inter-Type,6221.047607021428,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
31,Ambient,Inter-Type,10377.258103880375,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
32,Ambient,Inter-Type,7912.678510090506,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
33,Ambient,Inter-Type,7881.09118200418,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
34,Ambient,Inter-Type,6014.852111078104,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
35,Ambient,Inter-Type,9902.259639117687,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
36,Ambient,Inter-Type,7792.374596897255,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
37,Ambient,Inter-Type,7800.6700818460695,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
38,Ambient,Inter-Type,6247.225492058715,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
39,Ambient,Inter-Type,10182.564907728482,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
40,Ambient,Inter-Type,9915.595369479799,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
41,Ambient,Inter-Type,10202.68562253951,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
42,Ambient,Inter-Type,8539.56344620189,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
43,Ambient,Inter-Type,7836.204609040524,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
44,Ambient,Inter-Type,7898.049861206674,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
45,Ambient,Intra-Type,5644.691330033698,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
46,Ambient,Intra-Type,7014.089414958264,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
47,Ambient,Intra-Type,7256.9212445979565,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
48,Ambient,Intra-Type,5480.644998987601,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
49,Ambient,Intra-Type,5058.415068213296,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
50,Ambient,Intra-Type,5822.315315905582,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
51,Ambient,Intra-Type,8282.041579191502,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
52,Ambient,Intra-Type,7609.544712072935,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
53,Ambient,Intra-Type,6919.027582996654,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
54,Ambient,Intra-Type,5566.6036896640635,"KstestResult(statistic=0.5666666666666667, pvalue=0.005950690763228176, statistic_location=7609.544712072935, statistic_sign=-1)"
220,PCA 100D,Inter-Type,8059.605567233263,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
221,PCA 100D,Inter-Type,7924.313895423041,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
222,PCA 100D,Inter-Type,7547.3163348953985,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
223,PCA 100D,Inter-Type,7409.3100919923545,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
224,PCA 100D,Inter-Type,7527.310439777368,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
225,PCA 100D,Inter-Type,7413.723965991758,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
226,PCA 100D,Inter-Type,7820.00558604567,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
227,PCA 100D,Inter-Type,7541.004880322759,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
228,PCA 100D,Inter-Type,7583.022845691348,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
229,PCA 100D,Inter-Type,8379.138745372864,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
230,PCA 100D,Inter-Type,8209.768648067124,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
231,PCA 100D,Inter-Type,8091.934368460333,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
232,PCA 100D,Inter-Type,8144.932384154707,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
233,PCA 100D,Inter-Type,8088.745596282497,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
234,PCA 100D,Inter-Type,8381.07559768275,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
235,PCA 100D,Inter-Type,8091.7248835028595,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
236,PCA 100D,Inter-Type,8197.3257223627,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
237,PCA 100D,Inter-Type,8017.460272696544,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
238,PCA 100D,Inter-Type,7923.934911808517,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
239,PCA 100D,Inter-Type,7988.149352867755,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
240,PCA 100D,Inter-Type,7901.829087828457,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
241,PCA 100D,Inter-Type,8105.5217114485395,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
242,PCA 100D,Inter-Type,7926.200235766128,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
243,PCA 100D,Inter-Type,8023.059131982956,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
244,PCA 100D,Inter-Type,7458.444649684365,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
245,PCA 100D,Inter-Type,7688.527004176706,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
246,PCA 100D,Inter-Type,7553.333491237334,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
247,PCA 100D,Inter-Type,7931.6659107336445,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
248,PCA 100D,Inter-Type,7673.591941314586,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
249,PCA 100D,Inter-Type,7690.822590107292,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
250,PCA 100D,Inter-Type,7552.9305855932025,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
251,PCA 100D,Inter-Type,7399.697833913675,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
252,PCA 100D,Inter-Type,7831.605418161585,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
253,PCA 100D,Inter-Type,7530.553921618038,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
254,PCA 100D,Inter-Type,7581.03246324887,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
255,PCA 100D,Inter-Type,7545.699897072046,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
256,PCA 100D,Inter-Type,7869.60715321789,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
257,PCA 100D,Inter-Type,7639.412563900525,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
258,PCA 100D,Inter-Type,7690.913080859779,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
259,PCA 100D,Inter-Type,7794.8280758168885,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
260,PCA 100D,Inter-Type,7503.208623687935,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
261,PCA 100D,Inter-Type,7584.98777758287,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
262,PCA 100D,Inter-Type,7852.636342632133,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
263,PCA 100D,Inter-Type,7923.586018462653,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
264,PCA 100D,Inter-Type,7700.693084607622,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
265,PCA 100D,Intra-Type,7319.537153886995,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
266,PCA 100D,Intra-Type,8256.572115361158,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
267,PCA 100D,Intra-Type,7970.358213169927,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
268,PCA 100D,Intra-Type,7507.491800564368,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
269,PCA 100D,Intra-Type,7226.896743260793,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
270,PCA 100D,Intra-Type,7327.030760970061,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
271,PCA 100D,Intra-Type,7260.25190352049,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
272,PCA 100D,Intra-Type,7862.321633498991,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
273,PCA 100D,Intra-Type,7405.783481604491,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
274,PCA 100D,Intra-Type,7547.831877464754,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
550,PCA 100D,Inter-Type,8072.1424975498385,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
551,PCA 100D,Inter-Type,7942.100272639003,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
552,PCA 100D,Inter-Type,7547.500604948842,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
553,PCA 100D,Inter-Type,7416.486329757331,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
554,PCA 100D,Inter-Type,7510.443431654377,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
555,PCA 100D,Inter-Type,7416.340369970398,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
556,PCA 100D,Inter-Type,7815.738348832746,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
557,PCA 100D,Inter-Type,7544.475235776707,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
558,PCA 100D,Inter-Type,7585.478713238564,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
559,PCA 100D,Inter-Type,8398.48811357375,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
560,PCA 100D,Inter-Type,8214.917818707147,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
561,PCA 100D,Inter-Type,8103.506024117449,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
562,PCA 100D,Inter-Type,8136.72273952924,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
563,PCA 100D,Inter-Type,8097.219638054009,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
564,PCA 100D,Inter-Type,8382.62569078397,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
565,PCA 100D,Inter-Type,8099.742625002309,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
566,PCA 100D,Inter-Type,8199.923513491574,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
567,PCA 100D,Inter-Type,8028.108539526328,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
568,PCA 100D,Inter-Type,7941.07028135387,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
569,PCA 100D,Inter-Type,8002.854253670474,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
570,PCA 100D,Inter-Type,7916.536053281614,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
571,PCA 100D,Inter-Type,8109.515413383453,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
572,PCA 100D,Inter-Type,7940.607843687961,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
573,PCA 100D,Inter-Type,8036.248951392972,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
574,PCA 100D,Inter-Type,7459.420553291018,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
575,PCA 100D,Inter-Type,7665.556517455147,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
576,PCA 100D,Inter-Type,7549.802310632882,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
577,PCA 100D,Inter-Type,7922.403663654947,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
578,PCA 100D,Inter-Type,7670.9493899631,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
579,PCA 100D,Inter-Type,7690.552095481224,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
580,PCA 100D,Inter-Type,7533.972907373957,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
581,PCA 100D,Inter-Type,7402.946393268927,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
582,PCA 100D,Inter-Type,7826.186520309693,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
583,PCA 100D,Inter-Type,7533.5237155101595,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
584,PCA 100D,Inter-Type,7584.4871396178705,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
585,PCA 100D,Inter-Type,7524.2133843089,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
586,PCA 100D,Inter-Type,7861.996314833766,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
587,PCA 100D,Inter-Type,7620.216310993415,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
588,PCA 100D,Inter-Type,7672.411923182095,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
589,PCA 100D,Inter-Type,7787.751588033387,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
590,PCA 100D,Inter-Type,7502.840411182303,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
591,PCA 100D,Inter-Type,7584.493040540758,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
592,PCA 100D,Inter-Type,7846.22156687904,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
593,PCA 100D,Inter-Type,7918.903710276946,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
594,PCA 100D,Inter-Type,7700.224986076418,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
595,PCA 100D,Intra-Type,7325.37078799957,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
596,PCA 100D,Intra-Type,8273.256720240599,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
597,PCA 100D,Intra-Type,7988.2457689923,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
598,PCA 100D,Intra-Type,7503.202725120811,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
599,PCA 100D,Intra-Type,7234.713010112231,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
600,PCA 100D,Intra-Type,7304.760629522624,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
601,PCA 100D,Intra-Type,7258.076598429536,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
602,PCA 100D,Intra-Type,7849.440277364899,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
