,Latent,Distance,Value,KS
369,PCA 100D UMAP,Inter-Type,7769.159172302118,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
370,PCA 100D UMAP,Inter-Type,7782.818892511487,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
371,PCA 100D UMAP,Inter-Type,7776.3651908853135,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
372,PCA 100D UMAP,Inter-Type,7772.031268614004,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
373,PCA 100D UMAP,Inter-Type,7761.780992507376,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
374,PCA 100D UMAP,Inter-Type,7773.115049452877,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
375,PCA 100D UMAP,Intra-Type,7753.918381334622,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
376,PCA 100D UMAP,Intra-Type,7756.579680232906,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
377,PCA 100D UMAP,Intra-Type,7754.496690508607,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
378,PCA 100D UMAP,Intra-Type,7753.113867844651,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
379,PCA 100D UMAP,Intra-Type,7753.1310973748805,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
380,PCA 100D UMAP,Intra-Type,7752.917350754593,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
381,PCA 100D UMAP,Intra-Type,7762.399181891505,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
382,PCA 100D UMAP,Intra-Type,7753.047156733431,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
383,PCA 100D UMAP,Intra-Type,7754.746071007896,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
384,PCA 100D UMAP,Intra-Type,7753.406275710466,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
660,PCA 100D UMAP,Inter-Type,7755.693491253783,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
661,PCA 100D UMAP,Inter-Type,7756.157599829631,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
662,PCA 100D UMAP,Inter-Type,7764.905459553153,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
663,PCA 100D UMAP,Inter-Type,7767.133524566761,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
664,PCA 100D UMAP,Inter-Type,7754.526191683129,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
665,PCA 100D UMAP,Inter-Type,7773.052571784626,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
666,PCA 100D UMAP,Inter-Type,7755.278119442505,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
667,PCA 100D UMAP,Inter-Type,7767.770270730523,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
668,PCA 100D UMAP,Inter-Type,7759.953260278785,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
669,PCA 100D UMAP,Inter-Type,7755.681164562207,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
670,PCA 100D UMAP,Inter-Type,7764.371510352725,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
671,PCA 100D UMAP,Inter-Type,7764.4360131397625,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
672,PCA 100D UMAP,Inter-Type,7754.876188089428,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
673,PCA 100D UMAP,Inter-Type,7773.142282817417,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
674,PCA 100D UMAP,Inter-Type,7755.811501352939,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
675,PCA 100D UMAP,Inter-Type,7768.302517339295,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
676,PCA 100D UMAP,Inter-Type,7760.897738461709,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
677,PCA 100D UMAP,Inter-Type,7764.532751727973,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
678,PCA 100D UMAP,Inter-Type,7763.901498748559,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
679,PCA 100D UMAP,Inter-Type,7754.795689849773,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
680,PCA 100D UMAP,Inter-Type,7772.818376861127,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
681,PCA 100D UMAP,Inter-Type,7755.491286720945,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
682,PCA 100D UMAP,Inter-Type,7767.998408819623,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
683,PCA 100D UMAP,Inter-Type,7760.318162683968,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
684,PCA 100D UMAP,Inter-Type,7758.691144746157,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
685,PCA 100D UMAP,Inter-Type,7766.207525430253,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
686,PCA 100D UMAP,Inter-Type,7784.010859520046,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
687,PCA 100D UMAP,Inter-Type,7767.20544352385,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
688,PCA 100D UMAP,Inter-Type,7779.382116784016,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
689,PCA 100D UMAP,Inter-Type,7761.83623208727,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
690,PCA 100D UMAP,Inter-Type,7765.642523763088,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
691,PCA 100D UMAP,Inter-Type,7778.068843918549,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
692,PCA 100D UMAP,Inter-Type,7765.513554915111,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
693,PCA 100D UMAP,Inter-Type,7776.232617371951,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
694,PCA 100D UMAP,Inter-Type,7765.386472573212,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
695,PCA 100D UMAP,Inter-Type,7771.6108197879175,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
696,PCA 100D UMAP,Inter-Type,7753.808480296776,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
697,PCA 100D UMAP,Inter-Type,7766.389338159884,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
698,PCA 100D UMAP,Inter-Type,7761.33157217721,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
699,PCA 100D UMAP,Inter-Type,7770.909596279472,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
700,PCA 100D UMAP,Inter-Type,7774.411491399396,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
701,PCA 100D UMAP,Inter-Type,7779.255210430241,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
702,PCA 100D UMAP,Inter-Type,7765.411628188277,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
703,PCA 100D UMAP,Inter-Type,7762.329490270808,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
704,PCA 100D UMAP,Inter-Type,7774.766234815168,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
705,PCA 100D UMAP,Intra-Type,7753.968977155885,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
706,PCA 100D UMAP,Intra-Type,7755.699569303885,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
707,PCA 100D UMAP,Intra-Type,7754.044809523392,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
708,PCA 100D UMAP,Intra-Type,7753.118015222663,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
709,PCA 100D UMAP,Intra-Type,7753.060890164662,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
710,PCA 100D UMAP,Intra-Type,7752.846064712062,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
711,PCA 100D UMAP,Intra-Type,7762.858596106658,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
712,PCA 100D UMAP,Intra-Type,7753.1799491818165,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
713,PCA 100D UMAP,Intra-Type,7754.267650925512,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
714,PCA 100D UMAP,Intra-Type,7753.441165247964,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
990,PCA 100D UMAP,Inter-Type,7755.230175774751,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
991,PCA 100D UMAP,Inter-Type,7755.605638525654,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
992,PCA 100D UMAP,Inter-Type,7766.44794561633,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
993,PCA 100D UMAP,Inter-Type,7763.298480096536,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
994,PCA 100D UMAP,Inter-Type,7754.39532363259,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
995,PCA 100D UMAP,Inter-Type,7771.109750623719,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
996,PCA 100D UMAP,Inter-Type,7755.156944956536,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
997,PCA 100D UMAP,Inter-Type,7766.292249008511,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
998,PCA 100D UMAP,Inter-Type,7764.745971477594,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
999,PCA 100D UMAP,Inter-Type,7755.482941055481,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1000,PCA 100D UMAP,Inter-Type,7764.271050988276,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1001,PCA 100D UMAP,Inter-Type,7762.801076707443,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1002,PCA 100D UMAP,Inter-Type,7754.751945004318,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1003,PCA 100D UMAP,Inter-Type,7770.99533955088,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1004,PCA 100D UMAP,Inter-Type,7755.169329724866,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1005,PCA 100D UMAP,Inter-Type,7768.423941259483,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1006,PCA 100D UMAP,Inter-Type,7765.0716359124945,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1007,PCA 100D UMAP,Inter-Type,7763.622833621915,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1008,PCA 100D UMAP,Inter-Type,7762.342083624172,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1009,PCA 100D UMAP,Inter-Type,7755.03899766489,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1010,PCA 100D UMAP,Inter-Type,7770.785140637547,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1011,PCA 100D UMAP,Inter-Type,7755.183394305832,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1012,PCA 100D UMAP,Inter-Type,7769.037508985469,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1013,PCA 100D UMAP,Inter-Type,7764.147943465356,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1014,PCA 100D UMAP,Inter-Type,7759.220782091501,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1015,PCA 100D UMAP,Inter-Type,7764.890145155927,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1016,PCA 100D UMAP,Inter-Type,7774.286276163677,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1017,PCA 100D UMAP,Inter-Type,7764.042013122003,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1018,PCA 100D UMAP,Inter-Type,7779.582551414241,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1019,PCA 100D UMAP,Inter-Type,7768.194011135207,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1020,PCA 100D UMAP,Inter-Type,7764.306176060463,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1021,PCA 100D UMAP,Inter-Type,7777.051374810685,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1022,PCA 100D UMAP,Inter-Type,7764.500199135148,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1023,PCA 100D UMAP,Inter-Type,7773.114890006563,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1024,PCA 100D UMAP,Inter-Type,7761.722358188365,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1025,PCA 100D UMAP,Inter-Type,7769.8513821682645,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1026,PCA 100D UMAP,Inter-Type,7753.627224326094,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1027,PCA 100D UMAP,Inter-Type,7767.837256341089,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1028,PCA 100D UMAP,Inter-Type,7765.7536674415205,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1029,PCA 100D UMAP,Inter-Type,7769.369285914157,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1030,PCA 100D UMAP,Inter-Type,7782.587320375205,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1031,PCA 100D UMAP,Inter-Type,7779.53498420388,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1032,PCA 100D UMAP,Inter-Type,7768.6701765387525,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1033,PCA 100D UMAP,Inter-Type,7765.9476905162055,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1034,PCA 100D UMAP,Inter-Type,7774.216879691655,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1035,PCA 100D UMAP,Intra-Type,7753.883285042332,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1036,PCA 100D UMAP,Intra-Type,7755.560569843122,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1037,PCA 100D UMAP,Intra-Type,7753.951706731061,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1038,PCA 100D UMAP,Intra-Type,7753.070467318509,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1039,PCA 100D UMAP,Intra-Type,7753.057973059158,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1040,PCA 100D UMAP,Intra-Type,7752.9594745945615,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1041,PCA 100D UMAP,Intra-Type,7762.885527495408,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1042,PCA 100D UMAP,Intra-Type,7753.040030927845,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1043,PCA 100D UMAP,Intra-Type,7754.117701236135,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
1044,PCA 100D UMAP,Intra-Type,7753.978431159151,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
275,PCA 100D t-SNE,Inter-Type,7745.262325041008,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
276,PCA 100D t-SNE,Inter-Type,7753.383008840011,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
277,PCA 100D t-SNE,Inter-Type,7768.632432668464,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
278,PCA 100D t-SNE,Inter-Type,7762.591787297744,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
279,PCA 100D t-SNE,Inter-Type,7745.116945993839,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
280,PCA 100D t-SNE,Inter-Type,7786.0486155981525,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
281,PCA 100D t-SNE,Inter-Type,7759.562132722199,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
282,PCA 100D t-SNE,Inter-Type,7762.792857301774,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
283,PCA 100D t-SNE,Inter-Type,7754.681794428783,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
284,PCA 100D t-SNE,Inter-Type,7752.351236815158,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
285,PCA 100D t-SNE,Inter-Type,7770.202866734987,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
286,PCA 100D t-SNE,Inter-Type,7764.525508437032,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
287,PCA 100D t-SNE,Inter-Type,7745.130909632854,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
288,PCA 100D t-SNE,Inter-Type,7782.61636246184,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
289,PCA 100D t-SNE,Inter-Type,7758.67236687136,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
290,PCA 100D t-SNE,Inter-Type,7770.854704245218,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
291,PCA 100D t-SNE,Inter-Type,7750.068168679705,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
292,PCA 100D t-SNE,Inter-Type,7784.769006677992,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
293,PCA 100D t-SNE,Inter-Type,7779.633930497189,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
294,PCA 100D t-SNE,Inter-Type,7745.891382374356,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
295,PCA 100D t-SNE,Inter-Type,7773.680457161232,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
296,PCA 100D t-SNE,Inter-Type,7747.001151670029,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
297,PCA 100D t-SNE,Inter-Type,7775.107695437257,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
298,PCA 100D t-SNE,Inter-Type,7762.346284697658,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
299,PCA 100D t-SNE,Inter-Type,7747.716344196548,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
300,PCA 100D t-SNE,Inter-Type,7779.960499325065,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
301,PCA 100D t-SNE,Inter-Type,7809.16308333072,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
302,PCA 100D t-SNE,Inter-Type,7794.437463505351,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
303,PCA 100D t-SNE,Inter-Type,7782.928162275897,"KstestResult(statistic=0.9, pvalue=1.4934385238090559e-22, statistic_location=7744.121615278243, statistic_sign=-1)"
