,x,latent
262,0.8888888888888888,PCA 15D
263,0.9830508474576272,PCA 15D
264,0.8888888888888888,PCA 15D
265,0.9830508474576272,PCA 15D
266,0.9285714285714286,PCA 15D
267,0.8461538461538461,PCA 15D
268,0.8235294117647058,PCA 15D
269,0.8235294117647058,PCA 15D
270,0.46153846153846156,PCA 15D
271,0.2857142857142857,PCA 15D
272,0.5365853658536586,PCA 15D
273,0.9285714285714286,PCA 15D
274,0.6363636363636364,PCA 15D
275,0.42105263157894735,PCA 15D
276,0.75,PCA 15D
277,0.7755102040816326,PCA 15D
278,0.5714285714285714,PCA 15D
279,0.8461538461538461,PCA 15D
280,0.7234042553191489,PCA 15D
281,0.8679245283018868,PCA 15D
282,0.6046511627906976,PCA 15D
283,0.8461538461538461,PCA 15D
284,0.5714285714285714,PCA 15D
285,0.7234042553191489,PCA 15D
286,0.9473684210526316,PCA 15D
287,0.6363636363636364,PCA 15D
288,0.5,PCA 15D
289,0.75,PCA 15D
290,0.9473684210526316,PCA 15D
291,0.5365853658536586,PCA 15D
292,0.42105263157894735,PCA 15D
293,0.5365853658536586,PCA 15D
294,0.6956521739130435,PCA 15D
295,0.7755102040816326,PCA 15D
296,0.5365853658536586,PCA 15D
297,0.6956521739130435,PCA 15D
298,0.7234042553191489,PCA 15D
299,0.6956521739130435,PCA 15D
300,0.6363636363636364,PCA 15D
301,0.6956521739130435,PCA 15D
302,0.8235294117647058,PCA 15D
303,0.5714285714285714,PCA 15D
304,0.8235294117647058,PCA 15D
305,0.46153846153846156,PCA 15D
306,0.5714285714285714,PCA 15D
307,0.6363636363636364,PCA 15D
308,0.8461538461538461,PCA 15D
309,0.7234042553191489,PCA 15D
310,0.8888888888888888,PCA 15D
311,0.8679245283018868,PCA 15D
312,0.9655172413793104,PCA 15D
313,0.9285714285714286,PCA 15D
314,0.9830508474576272,PCA 15D
315,0.9090909090909091,PCA 15D
316,0.9473684210526316,PCA 15D
317,0.8679245283018868,PCA 15D
318,0.8888888888888888,PCA 15D
319,0.9830508474576272,PCA 15D
320,0.75,PCA 15D
321,0.8888888888888888,PCA 15D
322,0.9830508474576272,PCA 15D
323,0.9090909090909091,PCA 15D
324,0.9473684210526316,PCA 15D
325,0.8888888888888888,PCA 15D
326,0.6363636363636364,PCA 15D
327,0.9830508474576272,PCA 15D
328,0.9473684210526316,PCA 15D
329,0.9830508474576272,PCA 15D
330,0.33333333333333337,PCA 15D
331,0.8,PCA 15D
332,0.3783783783783784,PCA 15D
333,0.46153846153846156,PCA 15D
334,0.8235294117647058,PCA 15D
335,0.5714285714285714,PCA 15D
336,0.9473684210526316,PCA 15D
337,0.2857142857142857,PCA 15D
338,0.46153846153846156,PCA 15D
339,0.6046511627906976,PCA 15D
340,0.5,PCA 15D
341,0.5,PCA 15D
342,0.6046511627906976,PCA 15D
343,0.46153846153846156,PCA 15D
344,0.5,PCA 15D
345,0.5714285714285714,PCA 15D
346,0.5365853658536586,PCA 15D
347,0.3783783783783784,PCA 15D
348,0.46153846153846156,PCA 15D
349,0.46153846153846156,PCA 15D
350,0.5365853658536586,PCA 15D
351,0.2857142857142857,PCA 15D
352,0.46153846153846156,PCA 15D
353,0.75,PCA 15D
354,0.9090909090909091,PCA 15D
355,0.2857142857142857,PCA 15D
356,0.2857142857142857,PCA 15D
357,0.18181818181818177,PCA 15D
358,0.5714285714285714,PCA 15D
359,0.6363636363636364,PCA 15D
360,0.6363636363636364,PCA 15D
361,0.23529411764705888,PCA 15D
362,0.23529411764705888,PCA 15D
363,0.18181818181818177,PCA 15D
364,0.3783783783783784,PCA 15D
365,0.5365853658536586,PCA 15D
366,0.5714285714285714,PCA 15D
367,0.5714285714285714,PCA 15D
368,0.5,PCA 15D
369,0.5714285714285714,PCA 15D
370,0.46153846153846156,PCA 15D
371,0.46153846153846156,PCA 15D
372,0.46153846153846156,PCA 15D
373,0.6046511627906976,PCA 15D
374,0.2857142857142857,PCA 15D
375,0.3783783783783784,PCA 15D
376,0.23529411764705888,PCA 15D
377,0.33333333333333337,PCA 15D
378,0.42105263157894735,PCA 15D
379,0.8461538461538461,PCA 15D
380,0.42105263157894735,PCA 15D
381,0.125,PCA 15D
382,0.5714285714285714,PCA 15D
383,0.5714285714285714,PCA 15D
384,0.42105263157894735,PCA 15D
385,0.23529411764705888,PCA 15D
386,0.9473684210526316,PCA 15D
387,0.6666666666666667,PCA 15D
388,0.8,PCA 15D
389,0.5714285714285714,PCA 15D
390,0.6666666666666667,PCA 15D
391,0.8235294117647058,PCA 15D
392,0.6046511627906976,PCA 15D
393,0.5,PCA 15D
394,0.6363636363636364,PCA 15D
395,0.46153846153846156,PCA 15D
396,0.33333333333333337,PCA 15D
397,0.42105263157894735,PCA 15D
398,0.8235294117647058,PCA 15D
399,0.5365853658536586,PCA 15D
400,0.8,PCA 15D
401,0.6666666666666667,PCA 15D
402,0.6666666666666667,PCA 15D
403,0.5365853658536586,PCA 15D
404,0.5,PCA 15D
405,0.5365853658536586,PCA 15D
406,0.6956521739130435,PCA 15D
407,0.75,PCA 15D
408,0.6956521739130435,PCA 15D
409,0.5365853658536586,PCA 15D
410,0.6363636363636364,PCA 15D
411,0.46153846153846156,PCA 15D
412,0.8888888888888888,PCA 15D
413,0.9285714285714286,PCA 15D
414,0.33333333333333337,PCA 15D
415,0.8888888888888888,PCA 15D
416,0.2857142857142857,PCA 15D
417,0.5,PCA 15D
418,0.6363636363636364,PCA 15D
419,0.7755102040816326,PCA 15D
420,0.6956521739130435,PCA 15D
421,0.6956521739130435,PCA 15D
422,0.6666666666666667,PCA 15D
423,0.75,PCA 15D
424,0.6956521739130435,PCA 15D
425,0.46153846153846156,PCA 15D
426,0.5365853658536586,PCA 15D
427,0.42105263157894735,PCA 15D
428,0.46153846153846156,PCA 15D
429,0.7755102040816326,PCA 15D
430,0.23529411764705888,PCA 15D
431,0.6956521739130435,PCA 15D
432,0.42105263157894735,PCA 15D
433,0.7234042553191489,PCA 15D
434,0.6956521739130435,PCA 15D
435,0.33333333333333337,PCA 15D
436,0.3783783783783784,PCA 15D
437,0.46153846153846156,PCA 15D
438,0.46153846153846156,PCA 15D
439,0.7234042553191489,PCA 15D
440,0.6956521739130435,PCA 15D
441,0.5,PCA 15D
442,0.46153846153846156,PCA 15D
443,0.7234042553191489,PCA 15D
444,0.7755102040816326,PCA 15D
445,0.5365853658536586,PCA 15D
446,0.5714285714285714,PCA 15D
447,0.6666666666666667,PCA 15D
448,0.5,PCA 15D
449,0.5365853658536586,PCA 15D
450,0.33333333333333337,PCA 15D
451,0.33333333333333337,PCA 15D
452,0.6046511627906976,PCA 15D
453,0.42105263157894735,PCA 15D
454,0.42105263157894735,PCA 15D
455,0.5,PCA 15D
456,0.6956521739130435,PCA 15D
457,0.18181818181818177,PCA 15D
458,0.75,PCA 15D
459,0.5,PCA 15D
460,0.5714285714285714,PCA 15D
461,0.6046511627906976,PCA 15D
462,0.6956521739130435,PCA 15D
463,0.5365853658536586,PCA 15D
464,0.6363636363636364,PCA 15D
465,0.5365853658536586,PCA 15D
466,0.6956521739130435,PCA 15D
467,0.6956521739130435,PCA 15D
468,0.6046511627906976,PCA 15D
469,0.7234042553191489,PCA 15D
470,0.5714285714285714,PCA 15D
471,0.6363636363636364,PCA 15D
472,0.7234042553191489,PCA 15D
473,0.42105263157894735,PCA 15D
474,0.46153846153846156,PCA 15D
475,0.8,PCA 15D
476,0.6363636363636364,PCA 15D
477,0.6956521739130435,PCA 15D
478,0.46153846153846156,PCA 15D
479,0.6363636363636364,PCA 15D
480,0.8888888888888888,PCA 15D
481,0.7755102040816326,PCA 15D
482,0.5365853658536586,PCA 15D
483,0.8679245283018868,PCA 15D
484,0.8235294117647058,PCA 15D
485,0.33333333333333337,PCA 15D
486,0.8,PCA 15D
487,0.33333333333333337,PCA 15D
488,0.9285714285714286,PCA 15D
489,0.6363636363636364,PCA 15D
490,0.33333333333333337,PCA 15D
491,0.7234042553191489,PCA 15D
492,0.6046511627906976,PCA 15D
493,0.7234042553191489,PCA 15D
494,0.6666666666666667,PCA 15D
495,0.7234042553191489,PCA 15D
496,0.75,PCA 15D
497,0.5,PCA 15D
498,0.6046511627906976,PCA 15D
499,0.8235294117647058,PCA 15D
500,0.42105263157894735,PCA 15D
501,0.42105263157894735,PCA 15D
502,0.125,PCA 15D
503,0.6956521739130435,PCA 15D
504,0.5,PCA 15D
505,0.46153846153846156,PCA 15D
506,0.33333333333333337,PCA 15D
507,0.7234042553191489,PCA 15D
508,0.5714285714285714,PCA 15D
509,0.3783783783783784,PCA 15D
510,0.7755102040816326,PCA 15D
511,0.5,PCA 15D
512,0.5,PCA 15D
513,0.2857142857142857,PCA 15D
514,0.5,PCA 15D
515,0.9285714285714286,PCA 15D
516,0.5365853658536586,PCA 15D
517,0.125,PCA 15D
518,0.23529411764705888,PCA 15D
519,0.33333333333333337,PCA 15D
520,0.2857142857142857,PCA 15D
521,0.3783783783783784,PCA 15D
522,0.18181818181818177,PCA 15D
523,0.9830508474576272,PCA 15D
524,0.18181818181818177,PCA 15D
525,0.7755102040816326,PCA 15D
526,0.23529411764705888,PCA 15D
527,0.6363636363636364,PCA 15D
528,0.06451612903225812,PCA 15D
529,0.9473684210526316,PCA 15D
530,0.23529411764705888,PCA 15D
531,0.6666666666666667,PCA 15D
532,0.33333333333333337,PCA 15D
533,0.5365853658536586,PCA 15D
534,0.18181818181818177,PCA 15D
535,0.6956521739130435,PCA 15D
536,0.6363636363636364,PCA 15D
537,0.7755102040816326,PCA 15D
538,0.7234042553191489,PCA 15D
539,0.23529411764705888,PCA 15D
540,0.6363636363636364,PCA 15D
541,0.3783783783783784,PCA 15D
542,0.3783783783783784,PCA 15D
543,0.46153846153846156,PCA 15D
544,0.6363636363636364,PCA 15D
545,0.8235294117647058,PCA 15D
546,0.6956521739130435,PCA 15D
547,0.42105263157894735,PCA 15D
548,0.23529411764705888,PCA 15D
549,0.6666666666666667,PCA 15D
550,0.23529411764705888,PCA 15D
551,0.8235294117647058,PCA 15D
552,0.33333333333333337,PCA 15D
553,0.33333333333333337,PCA 15D
554,0.5365853658536586,PCA 15D
555,0.5365853658536586,PCA 15D
556,0.75,PCA 15D
557,0.18181818181818177,PCA 15D
558,0.18181818181818177,PCA 15D
559,0.06451612903225812,PCA 15D
560,0.5365853658536586,PCA 15D
561,0.3783783783783784,PCA 15D
562,0.2857142857142857,PCA 15D
563,0.6363636363636364,PCA 15D
564,0.125,PCA 15D
565,0.7755102040816326,PCA 15D
566,0.7234042553191489,PCA 15D
567,0.5,PCA 15D
568,0.5365853658536586,PCA 15D
569,0.6046511627906976,PCA 15D
570,0.5,PCA 15D
571,0.8461538461538461,PCA 15D
572,0.7234042553191489,PCA 15D
573,0.8235294117647058,PCA 15D
574,0.6046511627906976,PCA 15D
575,0.6956521739130435,PCA 15D
576,0.8888888888888888,PCA 15D
577,0.5714285714285714,PCA 15D
578,0.6363636363636364,PCA 15D
579,0.5365853658536586,PCA 15D
580,0.3783783783783784,PCA 15D
581,0.7234042553191489,PCA 15D
582,0.8679245283018868,PCA 15D
583,0.46153846153846156,PCA 15D
584,0.33333333333333337,PCA 15D
585,0.18181818181818177,PCA 15D
586,0.33333333333333337,PCA 15D
587,0.6363636363636364,PCA 15D
588,0.06451612903225812,PCA 15D
589,0.3783783783783784,PCA 15D
590,0.2857142857142857,PCA 15D
591,0.7234042553191489,PCA 15D
592,0.42105263157894735,PCA 15D
593,0.2857142857142857,PCA 15D
594,0.8888888888888888,PCA 15D
595,0.6046511627906976,PCA 15D
596,0.06451612903225812,PCA 15D
597,0.125,PCA 15D
598,0.6046511627906976,PCA 15D
599,0.18181818181818177,PCA 15D
600,0.125,PCA 15D
601,0.9655172413793104,PCA 15D
602,0.9285714285714286,PCA 15D
603,0.75,PCA 15D
604,0.9473684210526316,PCA 15D
605,0.5,PCA 15D
606,0.5714285714285714,PCA 15D
607,0.6363636363636364,PCA 15D
608,0.8,PCA 15D
609,0.5365853658536586,PCA 15D
610,0.6363636363636364,PCA 15D
611,0.5365853658536586,PCA 15D
612,0.6046511627906976,PCA 15D
613,0.5365853658536586,PCA 15D
614,0.75,PCA 15D
615,0.5,PCA 15D
616,0.42105263157894735,PCA 15D
617,0.46153846153846156,PCA 15D
618,0.42105263157894735,PCA 15D
619,0.75,PCA 15D
620,0.46153846153846156,PCA 15D
621,0.5365853658536586,PCA 15D
622,0.7755102040816326,PCA 15D
623,0.6666666666666667,PCA 15D
624,0.46153846153846156,PCA 15D
625,0.6046511627906976,PCA 15D
626,0.46153846153846156,PCA 15D
627,0.46153846153846156,PCA 15D
628,0.6046511627906976,PCA 15D
629,0.6046511627906976,PCA 15D
630,0.46153846153846156,PCA 15D
631,0.46153846153846156,PCA 15D
632,0.6046511627906976,PCA 15D
633,0.6956521739130435,PCA 15D
634,0.8235294117647058,PCA 15D
635,0.125,PCA 15D
636,0.6046511627906976,PCA 15D
637,0.6363636363636364,PCA 15D
638,0.5365853658536586,PCA 15D
639,0.6046511627906976,PCA 15D
640,0.46153846153846156,PCA 15D
641,0.42105263157894735,PCA 15D
642,0.46153846153846156,PCA 15D
643,0.33333333333333337,PCA 15D
644,0.9090909090909091,PCA 15D
645,0.9473684210526316,PCA 15D
646,0.9473684210526316,PCA 15D
647,0.8461538461538461,PCA 15D
648,0.9090909090909091,PCA 15D
649,0.9285714285714286,PCA 15D
650,0.8461538461538461,PCA 15D
651,0.9655172413793104,PCA 15D
652,0.8679245283018868,PCA 15D
653,0.9473684210526316,PCA 15D
654,0.9473684210526316,PCA 15D
655,0.8679245283018868,PCA 15D
656,0.9830508474576272,PCA 15D
657,0.8461538461538461,PCA 15D
658,0.9655172413793104,PCA 15D
659,0.8461538461538461,PCA 15D
660,0.9285714285714286,PCA 15D
661,0.9285714285714286,PCA 15D
662,0.9830508474576272,PCA 15D
663,0.9830508474576272,PCA 15D
664,0.9473684210526316,PCA 15D
665,0.9285714285714286,PCA 15D
666,0.8679245283018868,PCA 15D
667,0.9655172413793104,PCA 15D
668,0.9655172413793104,PCA 15D
669,0.9473684210526316,PCA 15D
670,0.9285714285714286,PCA 15D
671,0.5,PCA 15D
672,0.9655172413793104,PCA 15D
673,0.9830508474576272,PCA 15D
674,0.6956521739130435,PCA 15D
675,0.3783783783783784,PCA 15D
676,0.3783783783783784,PCA 15D
677,0.42105263157894735,PCA 15D
678,0.42105263157894735,PCA 15D
679,0.6363636363636364,PCA 15D
680,0.9830508474576272,PCA 15D
681,0.42105263157894735,PCA 15D
682,0.42105263157894735,PCA 15D
683,0.9090909090909091,PCA 15D
684,0.5365853658536586,PCA 15D
685,0.42105263157894735,PCA 15D
686,0.46153846153846156,PCA 15D
687,0.33333333333333337,PCA 15D
688,0.46153846153846156,PCA 15D
689,0.33333333333333337,PCA 15D
690,0.46153846153846156,PCA 15D
691,0.33333333333333337,PCA 15D
692,0.42105263157894735,PCA 15D
693,0.42105263157894735,PCA 15D
694,0.46153846153846156,PCA 15D
695,0.42105263157894735,PCA 15D
696,0.5365853658536586,PCA 15D
697,0.3783783783783784,PCA 15D
698,0.6046511627906976,PCA 15D
699,0.33333333333333337,PCA 15D
700,0.3783783783783784,PCA 15D
701,0.6666666666666667,PCA 15D
702,0.6363636363636364,PCA 15D
703,0.6666666666666667,PCA 15D
704,0.5714285714285714,PCA 15D
705,0.9473684210526316,PCA 15D
706,0.9655172413793104,PCA 15D
707,0.9655172413793104,PCA 15D
708,0.6046511627906976,PCA 15D
709,0.8235294117647058,PCA 15D
710,0.8888888888888888,PCA 15D
711,0.9655172413793104,PCA 15D
712,0.9655172413793104,PCA 15D
713,0.9655172413793104,PCA 15D
714,0.9830508474576272,PCA 15D
715,0.9655172413793104,PCA 15D
716,0.9285714285714286,PCA 15D
717,0.8235294117647058,PCA 15D
718,0.9655172413793104,PCA 15D
719,0.9655172413793104,PCA 15D
720,0.9655172413793104,PCA 15D
721,0.9285714285714286,PCA 15D
722,0.9655172413793104,PCA 15D
723,0.9285714285714286,PCA 15D
724,0.9090909090909091,PCA 15D
725,0.9655172413793104,PCA 15D
726,0.9285714285714286,PCA 15D
727,0.9473684210526316,PCA 15D
728,0.9830508474576272,PCA 15D
729,0.9473684210526316,PCA 15D
730,0.9830508474576272,PCA 15D
731,0.8888888888888888,PCA 15D
732,0.9830508474576272,PCA 15D
733,0.9090909090909091,PCA 15D
734,0.7755102040816326,PCA 15D
735,0.9655172413793104,PCA 15D
736,0.9655172413793104,PCA 15D
737,0.9285714285714286,PCA 15D
738,0.9655172413793104,PCA 15D
739,0.9830508474576272,PCA 15D
740,0.9655172413793104,PCA 15D
741,0.8235294117647058,PCA 15D
742,0.6956521739130435,PCA 15D
743,0.9830508474576272,PCA 15D
744,0.8888888888888888,PCA 15D
745,0.9655172413793104,PCA 15D
746,0.8679245283018868,PCA 15D
747,0.9830508474576272,PCA 15D
748,0.9473684210526316,PCA 15D
749,0.9830508474576272,PCA 15D
750,0.9473684210526316,PCA 15D
751,0.9830508474576272,PCA 15D
752,0.9655172413793104,PCA 15D
753,0.9830508474576272,PCA 15D
754,0.9830508474576272,PCA 15D
755,0.9830508474576272,PCA 15D
756,0.8888888888888888,PCA 15D
757,0.8,PCA 15D
758,0.9830508474576272,PCA 15D
759,0.9830508474576272,PCA 15D
760,0.8461538461538461,PCA 15D
761,0.7755102040816326,PCA 15D
762,0.9830508474576272,PCA 15D
763,0.9473684210526316,PCA 15D
764,0.7755102040816326,PCA 15D
765,0.7234042553191489,PCA 15D
766,0.8461538461538461,PCA 15D
767,0.6666666666666667,PCA 15D
768,0.9285714285714286,PCA 15D
769,0.6363636363636364,PCA 15D
770,0.9655172413793104,PCA 15D
771,0.9830508474576272,PCA 15D
772,0.9830508474576272,PCA 15D
773,0.8888888888888888,PCA 15D
774,0.9285714285714286,PCA 15D
775,0.9830508474576272,PCA 15D
776,0.9830508474576272,PCA 15D
777,0.8679245283018868,PCA 15D
778,0.8679245283018868,PCA 15D
779,0.9090909090909091,PCA 15D
780,0.9830508474576272,PCA 15D
781,0.9830508474576272,PCA 15D
782,0.9830508474576272,PCA 15D
783,0.9655172413793104,PCA 15D
784,0.9655172413793104,PCA 15D
785,0.5714285714285714,PCA 15D
786,0.9655172413793104,PCA 15D
787,0.7755102040816326,PCA 15D
788,0.9655172413793104,PCA 15D
789,0.9830508474576272,PCA 15D
790,0.9830508474576272,PCA 15D
791,0.8461538461538461,PCA 15D
792,0.9285714285714286,PCA 15D
793,0.9655172413793104,PCA 15D
794,0.9830508474576272,PCA 15D
795,0.8,PCA 15D
796,0.9473684210526316,PCA 15D
797,0.9655172413793104,PCA 15D
798,0.8,PCA 15D
799,0.9655172413793104,PCA 15D
